KPI,Description
CUST_360_LOCAL_VOICE_REV_LMTD,What was the total amount billed for local voice calls during the Last Month To Date (LMTD) period for this account?
CUST_360_LOCAL_VOICE_REV_LMTD,Show the LMTD local voice revenue for this subscriber to help determine eligibility for domestic calling plan upgrades or campaigns.
OG_NATIONAL_PAYG_OFFNET_CALL_REVENUE_M2,Total billing revenue for outgoing national off-net voice calls for PAYG subscribers recorded in the Customer 360 profile for M2.
OG_NATIONAL_PAYG_OFFNET_CALL_REVENUE_M2,Analyze revenue from pay-as-you-go customers making national off-net calls two months ago (M2) to optimize campaign targeting in the CRM.
OG_NATIONAL_PAYG_OFFNET_CALL_REVENUE_M2,This metric tracks the M2 revenue contribution from outgoing national off-net calls to evaluate PAYG subscriber usage patterns in the network.
OG_NATIONAL_PAYG_OFFNET_CALL_REVENUE_M2,What was the total PAYG revenue from national off-net calls during the M2 period for our subscriber profile analysis?
OG_NATIONAL_PAYG_OFFNET_CALL_REVENUE_M2,Show the M2 outgoing national off-net call revenue for PAYG users from the billing system records.
CUST_360_ONNET_SMS_30D,This Customer 360 field stores the total count of SMS messages sent to on-net destinations during the last 30 days.
CUST_360_ONNET_SMS_30D,Identify high-value internal communicators by tracking on-network SMS volume within the subscriber profile over the past 30 days for campaigns.
CUST_360_ONNET_SMS_30D,Analyze network usage patterns by measuring the frequency of on-net SMS traffic per customer in the recent 30-day window.
CUST_360_ONNET_SMS_30D,Search the CRM for the total volume of SMS sent to on-net recipients during the last 30 days.
CUST_360_ONNET_SMS_30D,What is the subscriber's total on-net SMS count for the past 30 days in the Customer 360 view?
CUST_360_REV_ONNET_V_OUT_30D,Total revenue from outgoing on-net voice calls recorded in the Customer 360 profile for the last 30 days.
CUST_360_REV_ONNET_V_OUT_30D,Revenue generated from outgoing on-net voice usage over the past 30 days used for subscriber segmentation in the billing system.
CUST_360_REV_ONNET_V_OUT_30D,This metric tracks the 30-day rolling sum of revenue for outgoing on-net voice calls within the telecom network analytics.
CUST_360_REV_ONNET_V_OUT_30D,How much revenue did this subscriber generate from outgoing on-net voice calls during the previous 30 days in CRM?
CUST_360_REV_ONNET_V_OUT_30D,Outgoing on-net voice revenue for the last 30 days from the subscriber profile for campaign targeting.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_8W_AVG,This Customer 360 field calculates the 8-week rolling average of finance-recognized revenue from on-net voice calls per subscriber profile.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_8W_AVG,Identify high-value segments by analyzing the average finance-recognized revenue from on-net voice usage over the past 8 weeks in CRM.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_8W_AVG,A billing-aligned metric representing the 8W average of finance revenue generated from a subscriber's outgoing on-net voice calls.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_8W_AVG,What is the mean finance-recognized revenue for on-net voice calls for this subscriber over the previous 8 weeks?
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_8W_AVG,Show the average 8-week finance revenue for on-net voice calls from the internal Customer 360 database.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_90D_MAX,This Customer 360 field captures the maximum local data revenue recorded for a subscriber over a rolling 90-day period.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_90D_MAX,Identify high-spending users for premium data campaigns by analyzing the highest local data revenue generated in the last 90 days.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_90D_MAX,A finance-focused metric in the subscriber profile representing the peak local data revenue transaction within the past 3 months.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_90D_MAX,What is the maximum amount spent on local data bundles by this customer during the previous 90-day billing window?
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_90D_MAX,Show the highest local data revenue from the Customer 360 profile for the last 90 days.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_W3,Technical field in Customer 360 capturing total local mobile data finance revenue for the Week 3 (W3) period from billing systems.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_W3,Use this Week 3 (W3) local data revenue metric to segment subscribers for targeted promotions on internet packs and data bundles.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_W3,This metric calculates the total finance revenue generated from local data usage during the Week 3 (W3) window for subscriber analysis.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_W3,Find the total finance revenue from local internet usage and data packs for this customer during the Week 3 (W3) period.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_W3,What is the Week 3 (W3) local data revenue for this subscriber in the Customer 360 profile?
CUST_360_DATA_PAYG_REVENUE_M1,Total PAYG data revenue for the last 1 month (M1) as recorded in the Customer 360 subscriber profile database.
CUST_360_DATA_PAYG_REVENUE_M1,Monitor revenue from non-bundled data usage over the past 1 month to identify upsell opportunities for telecom data plans.
CUST_360_DATA_PAYG_REVENUE_M1,Analyzes the total spend on out-of-bundle data consumption during the M1 window to evaluate billing trends in the CRM system.
CUST_360_DATA_PAYG_REVENUE_M1,Show me the total pay-as-you-go data charges for this customer over the last 1 month from the billing records.
CUST_360_DATA_PAYG_REVENUE_M1,What is the total PAYG data revenue for the last 1 month according to the Customer 360 profile?
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_30D_60D,Total finance-recognized revenue for domestic SMS usage recorded in the Customer 360 profile for the period between 30 and 60 days ago.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_30D_60D,Track national SMS revenue from subscribers during the 30D to 60D window for financial reporting and campaign analysis within the billing system.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_30D_60D,Analyzes the financial revenue generated from domestic SMS messaging between the last 30 days and 60 days to identify subscriber usage patterns.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_30D_60D,What is the total finance-recognized national SMS revenue for this customer profile between the last 30 and 60 days?
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_30D_60D,Show me the domestic SMS revenue from the 30D to 60D window in the Customer 360 billing records.
CUST_360_VAS_REVENUE_FINANCE_REV_90D_MAX,This Customer 360 field captures the maximum finance-recognized VAS revenue recorded for a subscriber during the last 90 days.
CUST_360_VAS_REVENUE_FINANCE_REV_90D_MAX,Identify high-value users by their peak finance-validated VAS spending over the past 3 months for targeted telecom campaign segmentation.
CUST_360_VAS_REVENUE_FINANCE_REV_90D_MAX,Analyzes the highest single-point finance revenue from value-added services within a 90-day window to assess subscriber billing potential.
CUST_360_VAS_REVENUE_FINANCE_REV_90D_MAX,What is the highest finance-recognized revenue from value-added services for this subscriber profile over the previous 90 days?
CUST_360_VAS_REVENUE_FINANCE_REV_90D_MAX,Show the maximum finance-approved VAS revenue for this customer in the last 90 days from the billing system.
CUST_360_VAS_REVENUE_FINANCE_REV_4W_AVG,This Customer 360 metric calculates the 4-week rolling average of finance-recognized revenue generated from subscriber VAS transactions.
CUST_360_VAS_REVENUE_FINANCE_REV_4W_AVG,Identify high-value subscribers by their average finance-recognized VAS revenue over the past 4 weeks for targeted telecom marketing campaigns.
CUST_360_VAS_REVENUE_FINANCE_REV_4W_AVG,This metric provides the average weekly revenue from value-added services over a 4-week window within the Customer 360 system.
CUST_360_VAS_REVENUE_FINANCE_REV_4W_AVG,What is the average finance-recognized VAS revenue for this subscriber profile based on the last 4 weeks of billing data?
CUST_360_VAS_REVENUE_FINANCE_REV_4W_AVG,Show the average 4-week rolling VAS revenue for subscribers within the internal Customer 360 database.
CUST_360_TOTAL_RECHARGE_WK2,This Customer 360 data point captures the total sum of all recharge transactions recorded in the billing system during week 2.
CUST_360_TOTAL_RECHARGE_WK2,Track the total recharge amount for week 2 to identify subscriber spending patterns for personalized retention campaigns in the CRM.
CUST_360_TOTAL_RECHARGE_WK2,A metric measuring the aggregate top-up value during the week 2 timeframe to assess customer financial engagement within the subscriber profile.
CUST_360_TOTAL_RECHARGE_WK2,What was the total value of all recharges performed by the customer during the week 2 period in the Customer 360?
CUST_360_TOTAL_RECHARGE_WK2,Total recharge amount for the subscriber during week 2 according to the latest billing and usage data.
CUST_360_VAS_REV_1D,This Customer 360 field calculates the total revenue from value-added services (VAS) recorded in the billing system over the last 1 day.
CUST_360_VAS_REV_1D,Identify high-spending subscribers for digital content by monitoring their VAS revenue within the subscriber profile for the past 1 day.
CUST_360_VAS_REV_1D,Analyze daily spending patterns by tracking the total VAS revenue generated per customer in the last 1 day for campaign targeting.
CUST_360_VAS_REV_1D,Show me the total amount spent on value-added services like subscriptions and caller tunes in the last 1 day from CUST_360.
CUST_360_VAS_REV_1D,What was the total VAS revenue for this customer during the last 1 day according to the telecom billing records?
CUST_360_IDD_VOICE_REV_WK8,This Customer 360 field represents the total IDD voice revenue accumulated by a subscriber during the rolling 8-week WK8 period.
CUST_360_IDD_VOICE_REV_WK8,Identify high-value international callers for loyalty campaigns by analyzing their total IDD voice revenue over the past 8 weeks.
CUST_360_IDD_VOICE_REV_WK8,Monitor usage trends by evaluating the aggregate IDD voice revenue from the billing system for the WK8 timeframe.
CUST_360_IDD_VOICE_REV_WK8,Show me the total amount spent on international direct dialing voice calls for each subscriber over the previous 8 weeks.
CUST_360_IDD_VOICE_REV_WK8,What is the total IDD voice revenue for this customer over the last 8 weeks in the Customer 360?
CUST_360_CURRENT_PLAN_ACT_DATE,This Customer 360 field records the specific activation date for a subscriber's current telecom plan within the billing system.
CUST_360_CURRENT_PLAN_ACT_DATE,Identify the activation date of a customer's current plan to determine eligibility for loyalty rewards or contract renewals in CRM.
CUST_360_CURRENT_PLAN_ACT_DATE,Use the current plan activation date from the subscriber profile to calculate tenure and analyze plan migration patterns over time.
CUST_360_CURRENT_PLAN_ACT_DATE,What is the exact date the user activated their current mobile plan according to the Customer 360 data records?
CUST_360_CURRENT_PLAN_ACT_DATE,What is the activation date for the current telecom plan in the Customer 360 profile?
CUST_360_HBB_WFBB_TRAFFIC_GBS_2ND_LAST_MONTH,Total gigabytes of HBB and WFBB traffic recorded in the Customer 360 profile for the second last month of usage.
CUST_360_HBB_WFBB_TRAFFIC_GBS_2ND_LAST_MONTH,Analyze subscriber broadband usage from two months ago to identify historical data consumption trends within the telecom billing and usage systems.
CUST_360_HBB_WFBB_TRAFFIC_GBS_2ND_LAST_MONTH,This metric calculates the total GBs of internet traffic for HBB or WFBB during the second last month for customer segmentation.
